label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1697,34.6,0.01,9.62,-5.07,0.07,-248.79,31.2,20.2
vol_velocity,4844,33.3,-0.47,8.64,-5.03,-4.38,-2407.54,27.5,16.4
vol_expansion,17204,32.8,-0.74,9.2,-5.59,-12.08,-13648.99,26.6,15.3
rsi_ignition,5067,31.8,-0.82,8.77,-5.28,-7.92,-4381.31,25.0,13.9
macd_crossover,4087,29.9,-1.01,8.45,-5.05,-9.23,-4135.54,24.2,14.6
trend_strong,40436,29.6,-1.03,8.76,-5.15,-29.0,-42015.13,25.7,15.4
rs_acceleration,9611,29.9,-1.03,9.41,-5.48,-13.43,-10470.82,28.1,18.0
atr_expanding,34309,29.1,-1.07,10.04,-5.65,-25.03,-37130.39,26.8,15.9
rsi_divergence,8362,29.8,-1.08,8.81,-5.28,-13.74,-9319.26,25.3,14.9
stealth_accum,16142,30.3,-1.09,6.99,-4.6,-22.43,-17668.24,20.5,10.7
cmf,34911,29.7,-1.09,8.21,-5.03,-29.4,-38484.2,23.1,13.4
rsi_in_zone,57158,29.9,-1.11,8.29,-5.11,-37.92,-64072.14,22.9,13.0
bb_squeeze,29897,29.1,-1.11,7.93,-4.83,-29.98,-33421.06,23.4,13.1
macd_turning,10816,29.3,-1.14,8.69,-5.22,-16.63,-12835.09,23.5,14.0
declining_sell_vol,40625,29.1,-1.21,8.47,-5.18,-34.68,-49468.12,22.9,13.4
rs_vs_btc,27999,27.2,-1.43,9.32,-5.45,-31.86,-40256.55,24.7,14.6
higher_lows,15566,24.7,-1.8,8.69,-5.24,-33.67,-29128.49,21.8,12.3
