label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1683,34.1,-0.1,9.47,-5.05,-0.54,-416.59,31.4,20.4
vol_velocity,4806,33.6,-0.4,8.62,-4.97,-3.69,-2021.94,27.6,16.5
vol_expansion,17070,33.0,-0.71,9.12,-5.55,-11.67,-12604.81,26.7,15.4
rsi_ignition,5045,31.6,-0.82,8.77,-5.25,-7.92,-4249.73,25.2,14.0
macd_crossover,4104,29.7,-1.01,8.5,-5.04,-9.29,-4227.01,24.2,14.5
trend_strong,40616,29.7,-1.02,8.73,-5.14,-28.9,-42416.54,25.6,15.3
rs_acceleration,9656,30.0,-1.03,9.37,-5.48,-13.46,-10169.8,28.0,18.0
atr_expanding,34102,29.2,-1.05,10.02,-5.62,-24.55,-36623.12,27.0,16.0
rsi_divergence,8338,29.5,-1.08,8.87,-5.25,-13.81,-9181.7,25.6,15.0
cmf,34942,29.8,-1.08,8.23,-5.02,-29.09,-39031.15,23.2,13.4
stealth_accum,16265,30.1,-1.1,7.02,-4.58,-22.64,-18366.91,20.5,10.6
rsi_in_zone,57372,29.8,-1.11,8.31,-5.1,-37.96,-65301.71,23.0,13.0
macd_turning,10811,29.4,-1.12,8.68,-5.2,-16.29,-12507.69,23.6,14.0
bb_squeeze,30009,28.9,-1.12,7.99,-4.82,-30.21,-34044.35,23.5,13.1
declining_sell_vol,40721,29.0,-1.21,8.48,-5.16,-34.85,-50226.58,23.0,13.4
rs_vs_btc,28098,27.2,-1.42,9.32,-5.43,-31.72,-40771.42,24.6,14.6
higher_lows,15619,24.7,-1.79,8.69,-5.23,-33.51,-29219.52,21.8,12.2
