label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1622,33.7,-0.13,9.71,-5.12,-0.67,-291.23,30.4,19.7
vol_velocity,4603,32.8,-0.55,8.65,-5.04,-5.03,-2568.84,26.6,16.0
vol_expansion,16269,32.6,-0.8,9.2,-5.62,-12.62,-13446.34,26.0,15.0
rsi_ignition,4810,31.7,-0.83,8.87,-5.32,-7.71,-4308.44,25.5,14.0
macd_crossover,3905,29.6,-1.01,8.56,-5.04,-9.06,-4110.8,24.3,14.5
trend_strong,38540,29.5,-1.07,8.77,-5.18,-29.17,-41353.79,25.4,15.3
stealth_accum,15341,30.2,-1.08,7.05,-4.6,-21.48,-17320.22,20.8,10.9
rs_acceleration,9247,29.5,-1.1,9.45,-5.52,-14.13,-10560.08,27.6,17.9
atr_expanding,33324,29.2,-1.1,10.06,-5.69,-25.06,-37291.53,26.6,15.8
cmf,33177,29.3,-1.14,8.28,-5.06,-29.94,-38152.1,22.8,13.3
rsi_divergence,7936,29.7,-1.15,8.72,-5.33,-14.33,-9307.52,24.7,14.1
rsi_in_zone,54473,29.4,-1.17,8.35,-5.15,-38.93,-64326.74,22.9,13.0
bb_squeeze,28210,28.6,-1.18,7.95,-4.84,-31.02,-33466.91,23.3,13.0
macd_turning,10359,28.9,-1.2,8.76,-5.24,-17.09,-12608.96,23.6,13.9
declining_sell_vol,38651,28.9,-1.24,8.55,-5.22,-34.46,-48258.32,23.0,13.4
rs_vs_btc,26607,27.1,-1.42,9.56,-5.51,-30.31,-37864.33,24.8,14.8
higher_lows,14923,25.1,-1.74,8.79,-5.27,-31.33,-27599.72,22.4,13.0
