label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1696,34.6,-0.08,9.33,-5.05,-0.41,-383.11,31.1,20.2
vol_velocity,4815,33.8,-0.4,8.54,-4.97,-3.73,-2029.58,27.6,16.4
vol_expansion,17034,32.8,-0.73,9.1,-5.54,-12.05,-12907.45,26.8,15.5
rsi_ignition,5020,31.5,-0.86,8.68,-5.24,-8.36,-4414.33,25.2,14.1
macd_crossover,4113,30.2,-0.97,8.41,-5.03,-8.97,-4093.37,24.2,14.5
trend_strong,40693,29.9,-1.01,8.7,-5.14,-28.42,-41785.53,25.6,15.3
rs_acceleration,9641,30.1,-1.01,9.38,-5.47,-13.2,-9993.89,28.0,18.0
atr_expanding,34043,29.2,-1.06,10.02,-5.62,-24.6,-36632.85,27.1,16.0
stealth_accum,16298,30.5,-1.06,6.98,-4.59,-21.84,-17807.12,20.5,10.6
cmf,34990,29.9,-1.06,8.21,-5.02,-28.65,-38498.51,23.2,13.4
rsi_divergence,8341,29.7,-1.07,8.83,-5.26,-13.71,-9115.89,25.6,15.0
rsi_in_zone,57401,30.0,-1.09,8.28,-5.11,-37.25,-64104.17,23.0,13.0
bb_squeeze,30066,29.2,-1.09,7.98,-4.83,-29.39,-33248.22,23.5,13.1
macd_turning,10760,29.2,-1.15,8.63,-5.19,-16.81,-12742.96,23.7,14.1
declining_sell_vol,40726,29.2,-1.19,8.43,-5.17,-34.3,-49437.51,23.0,13.4
rs_vs_btc,28127,27.3,-1.4,9.3,-5.43,-31.37,-40375.12,24.6,14.6
higher_lows,15619,24.9,-1.78,8.67,-5.24,-33.29,-29086.17,21.8,12.3
