label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1547,33.9,-0.09,9.73,-5.12,-0.46,-343.19,30.6,20.1
vol_velocity,4504,32.8,-0.53,8.7,-5.02,-4.71,-2604.57,27.2,16.2
vol_expansion,15744,32.6,-0.79,9.19,-5.61,-12.3,-13111.53,26.2,15.1
rsi_ignition,4648,31.2,-0.88,8.82,-5.27,-8.14,-4252.78,24.8,13.6
macd_crossover,3764,29.5,-1.02,8.56,-5.02,-8.98,-3927.16,24.1,14.5
trend_strong,37219,29.4,-1.07,8.76,-5.16,-28.95,-40400.39,25.3,15.3
stealth_accum,14951,30.1,-1.08,7.05,-4.59,-21.42,-16259.48,20.4,10.8
cmf,32290,29.6,-1.11,8.25,-5.05,-28.74,-36943.12,22.9,13.4
atr_expanding,31827,29.0,-1.12,10.05,-5.67,-25.09,-36842.54,26.6,15.7
rsi_in_zone,52806,29.5,-1.16,8.31,-5.12,-38.16,-61567.79,22.8,13.0
rs_acceleration,8913,29.2,-1.16,9.45,-5.53,-14.6,-10753.66,27.5,17.6
bb_squeeze,27375,28.7,-1.16,7.95,-4.83,-30.06,-32211.18,23.2,13.1
macd_turning,9994,29.1,-1.17,8.55,-5.17,-16.51,-11803.32,23.0,13.7
rsi_divergence,7592,29.0,-1.2,8.91,-5.33,-14.57,-9579.77,25.2,14.6
declining_sell_vol,37377,28.8,-1.26,8.46,-5.19,-34.73,-47508.91,22.7,13.2
rs_vs_btc,25633,27.2,-1.42,9.44,-5.48,-29.99,-36601.74,24.6,14.7
higher_lows,14376,24.2,-1.91,8.59,-5.27,-34.74,-27577.38,21.0,12.0
