label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1492,33.7,-0.13,9.68,-5.11,-0.63,-330.67,30.4,19.9
vol_velocity,4415,32.5,-0.54,8.64,-4.96,-4.8,-2460.47,26.7,15.8
vol_expansion,15259,32.6,-0.77,9.18,-5.57,-11.84,-12165.64,26.2,14.9
rsi_ignition,4469,31.2,-0.91,8.76,-5.29,-8.3,-4369.49,24.6,13.3
macd_crossover,3652,29.6,-1.01,8.51,-5.01,-8.79,-3791.19,24.1,14.4
stealth_accum,14583,30.3,-1.06,7.06,-4.58,-20.61,-15955.28,20.5,10.8
trend_strong,36055,29.4,-1.07,8.73,-5.15,-28.5,-39207.23,25.2,15.1
atr_expanding,30248,29.1,-1.09,10.03,-5.66,-23.87,-33997.81,26.6,15.6
cmf,31398,29.7,-1.11,8.17,-5.03,-28.54,-36011.49,22.6,13.1
rsi_in_zone,51113,29.7,-1.13,8.31,-5.11,-36.57,-59144.66,22.9,13.0
bb_squeeze,26633,28.9,-1.13,7.94,-4.82,-28.94,-30547.76,23.2,13.0
rs_acceleration,8489,28.9,-1.19,9.42,-5.5,-14.69,-10120.51,27.2,17.2
macd_turning,9656,28.8,-1.21,8.67,-5.21,-16.78,-11992.99,22.9,13.6
rsi_divergence,7302,28.7,-1.24,8.79,-5.28,-15.0,-9124.48,24.7,14.2
declining_sell_vol,36119,28.8,-1.25,8.44,-5.18,-34.06,-46058.24,22.6,13.1
rs_vs_btc,24923,27.4,-1.38,9.41,-5.45,-28.85,-35325.68,24.5,14.6
higher_lows,14063,24.4,-1.89,8.56,-5.26,-33.9,-27016.0,21.1,12.1
