label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1693,34.5,0.01,9.65,-5.06,0.06,-268.64,31.3,20.3
vol_velocity,4844,33.2,-0.48,8.67,-5.03,-4.5,-2467.07,27.4,16.4
vol_expansion,17211,32.8,-0.74,9.19,-5.58,-12.11,-13665.72,26.6,15.3
rsi_ignition,5053,31.4,-0.83,8.82,-5.26,-8.06,-4428.69,25.1,14.0
macd_crossover,4085,29.5,-1.03,8.56,-5.03,-9.42,-4200.45,24.2,14.6
rs_acceleration,9613,29.9,-1.03,9.42,-5.49,-13.51,-10529.43,28.1,18.0
trend_strong,40474,29.5,-1.04,8.78,-5.15,-29.25,-42375.12,25.7,15.4
atr_expanding,34311,29.1,-1.08,10.05,-5.64,-25.13,-37293.81,26.8,15.9
cmf,34896,29.5,-1.1,8.28,-5.02,-29.78,-38976.38,23.1,13.4
rsi_divergence,8368,29.2,-1.12,8.9,-5.26,-14.36,-9713.73,25.3,14.8
stealth_accum,16165,29.7,-1.12,7.07,-4.59,-23.09,-18166.86,20.5,10.7
rsi_in_zone,57211,29.5,-1.14,8.35,-5.1,-38.88,-65595.85,22.9,13.0
bb_squeeze,29903,28.6,-1.14,8.02,-4.82,-30.93,-34442.14,23.4,13.1
macd_turning,10811,29.0,-1.16,8.76,-5.2,-16.86,-12958.11,23.5,14.0
declining_sell_vol,40611,28.7,-1.23,8.55,-5.17,-35.28,-50294.72,22.9,13.4
rs_vs_btc,28020,27.0,-1.44,9.36,-5.44,-32.16,-40581.07,24.6,14.6
higher_lows,15567,24.6,-1.81,8.71,-5.24,-33.81,-29230.29,21.8,12.3
