label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1547,33.9,-0.1,9.72,-5.13,-0.49,-305.33,30.6,20.1
vol_velocity,4504,32.5,-0.54,8.75,-5.01,-4.81,-2513.4,27.2,16.1
vol_expansion,15742,32.5,-0.8,9.22,-5.61,-12.48,-13136.28,26.2,15.1
rsi_ignition,4648,30.9,-0.92,8.86,-5.3,-8.47,-4473.0,24.8,13.6
macd_crossover,3765,29.4,-1.04,8.57,-5.04,-9.18,-4021.11,24.1,14.5
trend_strong,37208,29.3,-1.08,8.78,-5.16,-29.31,-40944.47,25.3,15.3
stealth_accum,14959,30.0,-1.1,7.07,-4.6,-21.78,-16989.77,20.4,10.8
cmf,32297,29.6,-1.12,8.25,-5.05,-28.85,-37406.5,22.8,13.4
atr_expanding,31828,28.8,-1.13,10.07,-5.67,-25.33,-36796.46,26.6,15.7
rs_acceleration,8906,29.1,-1.16,9.48,-5.52,-14.62,-10362.46,27.5,17.6
bb_squeeze,27421,28.6,-1.17,7.96,-4.83,-30.38,-32444.06,23.2,13.0
rsi_in_zone,52815,29.3,-1.18,8.35,-5.13,-38.69,-63400.74,22.8,13.0
rsi_divergence,7626,28.8,-1.21,8.92,-5.31,-14.7,-9322.46,25.1,14.5
macd_turning,9983,28.5,-1.24,8.73,-5.21,-17.41,-12633.94,23.0,13.7
declining_sell_vol,37377,28.5,-1.29,8.51,-5.2,-35.42,-48793.11,22.7,13.2
rs_vs_btc,25636,27.1,-1.43,9.46,-5.48,-30.27,-37662.43,24.6,14.7
higher_lows,14378,24.1,-1.93,8.6,-5.27,-34.97,-27888.17,21.0,12.0
