label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1613,34.0,-0.06,9.71,-5.11,-0.33,-343.71,30.8,20.0
vol_velocity,4615,32.8,-0.53,8.66,-5.02,-4.79,-2464.12,27.2,16.1
vol_expansion,16394,32.4,-0.82,9.16,-5.6,-13.19,-13930.23,26.2,15.0
rsi_ignition,4843,31.2,-0.87,8.8,-5.25,-8.23,-4353.84,24.8,13.7
macd_crossover,3900,29.4,-1.03,8.55,-5.03,-9.28,-4036.06,24.2,14.6
trend_strong,38788,29.2,-1.08,8.79,-5.16,-29.91,-42302.64,25.5,15.4
rs_acceleration,9245,29.4,-1.11,9.43,-5.49,-14.3,-10542.3,27.6,17.7
atr_expanding,33194,28.9,-1.11,10.05,-5.65,-25.43,-37011.47,26.7,15.8
stealth_accum,15483,29.8,-1.12,7.05,-4.6,-22.55,-17429.79,20.5,10.9
cmf,33474,29.4,-1.13,8.29,-5.04,-29.64,-38280.06,23.0,13.4
bb_squeeze,28410,28.5,-1.16,8.05,-4.83,-30.62,-33370.51,23.4,13.2
rsi_in_zone,54687,29.3,-1.17,8.37,-5.12,-38.96,-64368.94,22.9,13.1
rsi_divergence,7916,28.9,-1.18,8.95,-5.29,-14.65,-9533.1,25.3,14.7
macd_turning,10330,28.6,-1.2,8.73,-5.19,-17.24,-12554.03,23.2,13.9
declining_sell_vol,38793,28.6,-1.26,8.52,-5.18,-35.3,-49129.44,22.8,13.4
rs_vs_btc,26769,27.0,-1.45,9.39,-5.46,-31.52,-38892.48,24.6,14.6
higher_lows,14938,24.7,-1.81,8.66,-5.24,-33.15,-28074.3,21.7,12.5
