label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1636,34.4,-0.02,9.63,-5.06,-0.08,-344.03,31.0,20.2
vol_velocity,4735,33.3,-0.46,8.62,-5.0,-4.25,-2251.4,27.4,16.3
vol_expansion,16666,33.0,-0.69,9.19,-5.56,-11.17,-12174.33,26.5,15.3
rsi_ignition,4904,31.7,-0.82,8.76,-5.26,-7.82,-4227.94,24.9,13.8
macd_crossover,3984,29.8,-1.0,8.47,-5.02,-9.08,-4088.67,24.0,14.4
trend_strong,39249,29.6,-1.05,8.69,-5.15,-29.08,-41596.23,25.4,15.2
atr_expanding,32861,29.2,-1.07,10.04,-5.65,-24.21,-35800.69,26.8,15.9
rsi_divergence,8091,29.9,-1.08,8.81,-5.29,-13.54,-8815.04,25.4,14.9
rs_acceleration,9349,29.7,-1.08,9.37,-5.5,-13.97,-10098.56,27.7,17.7
stealth_accum,15857,30.4,-1.08,6.93,-4.58,-22.16,-17666.5,20.2,10.5
cmf,33827,29.8,-1.08,8.19,-5.03,-28.67,-37825.49,22.9,13.3
rsi_in_zone,55615,30.0,-1.11,8.22,-5.1,-37.52,-62912.84,22.8,13.0
bb_squeeze,28920,29.1,-1.13,7.91,-4.83,-30.08,-33005.6,23.3,13.0
macd_turning,10463,29.4,-1.14,8.62,-5.2,-16.38,-12260.62,23.3,13.8
declining_sell_vol,39465,29.1,-1.22,8.42,-5.17,-34.58,-48870.22,22.7,13.2
rs_vs_btc,27086,27.3,-1.4,9.37,-5.44,-30.55,-38770.66,24.6,14.6
higher_lows,15077,24.1,-1.91,8.61,-5.24,-35.5,-28954.67,21.1,11.7
