label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
whale_candles,1695,34.3,-0.03,9.62,-5.07,-0.14,-321.79,31.0,20.1
vol_velocity,4830,33.0,-0.5,8.71,-5.04,-4.65,-2530.61,27.4,16.4
vol_expansion,17155,32.7,-0.76,9.2,-5.59,-12.45,-13563.44,26.5,15.2
rsi_ignition,5058,31.8,-0.83,8.71,-5.28,-8.07,-4390.95,24.9,13.8
macd_crossover,4076,29.8,-1.01,8.5,-5.04,-9.2,-4188.83,24.2,14.6
rs_acceleration,9584,29.8,-1.04,9.43,-5.49,-13.62,-10270.37,28.0,18.0
trend_strong,40491,29.5,-1.05,8.78,-5.15,-29.51,-43245.11,25.6,15.4
atr_expanding,34281,28.9,-1.1,10.08,-5.65,-25.59,-38345.18,26.8,15.9
cmf,34816,29.5,-1.11,8.28,-5.03,-29.92,-40031.09,23.1,13.4
rsi_divergence,8317,29.7,-1.12,8.77,-5.28,-14.26,-9497.2,25.2,14.7
stealth_accum,16091,29.9,-1.12,7.03,-4.61,-22.98,-18567.46,20.5,10.7
rsi_in_zone,56965,29.6,-1.14,8.34,-5.12,-38.95,-66876.36,22.9,13.0
macd_turning,10790,29.3,-1.15,8.66,-5.21,-16.79,-12782.04,23.4,13.9
bb_squeeze,29677,28.7,-1.15,8.02,-4.83,-30.93,-34755.05,23.4,13.1
declining_sell_vol,40464,28.9,-1.23,8.5,-5.19,-35.17,-50769.08,22.9,13.4
rs_vs_btc,27897,27.0,-1.45,9.37,-5.45,-32.17,-41275.8,24.7,14.6
higher_lows,15598,24.5,-1.82,8.7,-5.24,-34.04,-29640.44,21.8,12.3
