label,n,win_rate,expectancy,avg_win,avg_loss,sharpe,max_dd,tp1_rate,tp2_rate
rsi_in_zone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_ignition,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_divergence,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macd_crossover,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macd_turning,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trend_strong,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rs_vs_btc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rs_acceleration,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atr_expanding,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bb_squeeze,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vol_velocity,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vol_expansion,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stealth_accum,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cmf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whale_candles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
higher_lows,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
declining_sell_vol,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
