,close,high,low
2025-12-04 20:00:00,0.0378096,0.03856819,0.0373791
2025-12-05 00:00:00,0.03759885,0.03802442,0.03752586
2025-12-05 04:00:00,0.03805361,0.03853778,0.0376279
2025-12-05 08:00:00,0.03742286,0.03804817,0.03670184
2025-12-05 12:00:00,0.0382446,0.03831807,0.03714264
2025-12-05 16:00:00,0.03753153,0.03894016,0.03753153
2025-12-05 20:00:00,0.03719394,0.03829941,0.03679985
2025-12-06 00:00:00,0.03679651,0.03723882,0.03649596
2025-12-06 04:00:00,0.03801692,0.03816914,0.03662363
2025-12-06 08:00:00,0.03731144,0.03817407,0.03708344
2025-12-06 12:00:00,0.03761664,0.03809105,0.03733077
2025-12-06 16:00:00,0.03732881,0.03837909,0.03732881
2025-12-06 20:00:00,0.03711127,0.0375314,0.03706681
2025-12-07 00:00:00,0.03728039,0.03735136,0.03703956
2025-12-07 04:00:00,0.03706667,0.03776718,0.03706667
2025-12-07 08:00:00,0.0375283,0.0375283,0.03676475
2025-12-07 12:00:00,0.03688979,0.03783773,0.03688979
2025-12-07 16:00:00,0.03690534,0.03812427,0.03654579
2025-12-07 20:00:00,0.0377569,0.03783175,0.03658202
2025-12-08 00:00:00,0.03705733,0.03776477,0.03613267
2025-12-08 04:00:00,0.0375218,0.03760761,0.0368886
2025-12-08 08:00:00,0.03794402,0.03802072,0.03749817
2025-12-08 12:00:00,0.03712885,0.03986532,0.03712885
2025-12-08 16:00:00,0.03778384,0.03778384,0.0366873
2025-12-08 20:00:00,0.03778208,0.03842599,0.03755699
2025-12-09 00:00:00,0.03749771,0.03783716,0.03731085
2025-12-09 04:00:00,0.03719738,0.03752056,0.03689881
2025-12-09 08:00:00,0.03747766,0.03756309,0.03699355
2025-12-09 12:00:00,0.03735402,0.03793569,0.03718053
2025-12-09 16:00:00,0.03848707,0.03848707,0.03717171
2025-12-09 20:00:00,0.03823396,0.03943861,0.03813812
2025-12-10 00:00:00,0.0372462,0.03828849,0.03696482
2025-12-10 04:00:00,0.0384124,0.03846708,0.03709938
2025-12-10 08:00:00,0.03848901,0.03869312,0.03798309
2025-12-10 12:00:00,0.03855998,0.03949251,0.03842466
2025-12-10 16:00:00,0.04001796,0.04001796,0.03794974
2025-12-10 20:00:00,0.03978719,0.04018681,0.03886573
2025-12-11 00:00:00,0.03905207,0.04100761,0.03905207
2025-12-11 04:00:00,0.03905455,0.03924923,0.03824524
2025-12-11 08:00:00,0.0403509,0.04044129,0.03891071
2025-12-11 12:00:00,0.04039045,0.04148496,0.03880652
2025-12-11 16:00:00,0.03894852,0.04038331,0.03894852
2025-12-11 20:00:00,0.03909207,0.03927183,0.03842872
2025-12-12 00:00:00,0.03939438,0.04009481,0.03898441
2025-12-12 04:00:00,0.03914432,0.03943322,0.03900758
2025-12-12 08:00:00,0.03856803,0.04029878,0.03816368
2025-12-12 12:00:00,0.03924407,0.03980765,0.03838855
2025-12-12 16:00:00,0.03877693,0.04039787,0.03877693
2025-12-12 20:00:00,0.03775112,0.03870482,0.03775112
2025-12-13 00:00:00,0.0380151,0.0382285,0.03729189
2025-12-13 04:00:00,0.03964603,0.03976296,0.03786866
2025-12-13 08:00:00,0.03987805,0.0398944,0.03927784
2025-12-13 12:00:00,0.03927261,0.03996973,0.03866324
2025-12-13 16:00:00,0.03968033,0.03986571,0.03884098
2025-12-13 20:00:00,0.03917361,0.03960406,0.038976
2025-12-14 00:00:00,0.03949846,0.03949846,0.03898545
2025-12-14 04:00:00,0.03979142,0.04028536,0.03940215
2025-12-14 08:00:00,0.03996584,0.04077019,0.0396674
2025-12-14 12:00:00,0.04017156,0.04079728,0.03988853
2025-12-14 16:00:00,0.03998733,0.04079625,0.03993106
2025-12-14 20:00:00,0.03997531,0.04014625,0.0395351
2025-12-15 00:00:00,0.03968227,0.0401842,0.03962386
2025-12-15 04:00:00,0.04007551,0.04030593,0.03949825
2025-12-15 08:00:00,0.0402825,0.0402825,0.03954731
2025-12-15 12:00:00,0.04149453,0.04231238,0.03984741
2025-12-15 16:00:00,0.03942081,0.04148771,0.03942081
2025-12-15 20:00:00,0.03860547,0.04024793,0.03860547
2025-12-16 00:00:00,0.0395172,0.0395172,0.0382208
2025-12-16 04:00:00,0.03948884,0.03979343,0.03840939
2025-12-16 08:00:00,0.03972266,0.04067439,0.03855062
2025-12-16 12:00:00,0.03960848,0.03993262,0.03896604
2025-12-16 16:00:00,0.04037444,0.04084564,0.0390182
2025-12-16 20:00:00,0.04063996,0.0413645,0.03987155
2025-12-17 00:00:00,0.04137161,0.04222448,0.04048796
2025-12-17 04:00:00,0.04097011,0.04243645,0.04002409
2025-12-17 08:00:00,0.04121166,0.04279224,0.04078151
2025-12-17 12:00:00,0.04124257,0.04293286,0.04124257
2025-12-17 16:00:00,0.04007989,0.04146661,0.04007989
2025-12-17 20:00:00,0.03855543,0.0398913,0.03843051
2025-12-18 00:00:00,0.03864605,0.0391045,0.03825141
2025-12-18 04:00:00,0.03774136,0.03944681,0.03774136
2025-12-18 08:00:00,0.03804166,0.03830599,0.03769968
2025-12-18 12:00:00,0.03925342,0.03946545,0.0378657
2025-12-18 16:00:00,0.03827951,0.03981724,0.03770052
2025-12-18 20:00:00,0.03675413,0.03813908,0.03675413
2025-12-19 00:00:00,0.03655024,0.03701477,0.03646198
2025-12-19 04:00:00,0.03640615,0.03747543,0.03540439
2025-12-19 08:00:00,0.03753854,0.03780571,0.0362578
2025-12-19 12:00:00,0.03660148,0.0375621,0.03631079
2025-12-19 16:00:00,0.0360038,0.03740463,0.03599594
2025-12-19 20:00:00,0.03672188,0.03699743,0.03600051
2025-12-20 00:00:00,0.03667027,0.03695796,0.03646448
2025-12-20 04:00:00,0.03727802,0.03727802,0.03650747
